VIN,County,City,States,Postal_Code,Model_Year,Make,Model,Electric_Vehicle_Type,CAFV_Eligibility,Electric_Range,Base_MSRP,Electric_Utility
2C4RC1L71L,King,Tukwila,WA,98188,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMCB3FV8N,King,Seattle,WA,98146,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WAUTPBFF4H,King,Seattle,WA,98125,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7FCTGBAA4P,King,Seattle,WA,98102,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1N4AZ1BV7P,King,Bellevue,WA,98007,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RF6E45D,King,Kirkland,WA,98033,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4BZ1BV1N,King,Seattle,WA,98125,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7JRBR0FL8K,King,Seattle,WA,98125,2019,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1S10E,King,Shoreline,WA,98177,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WA1VABGE5N,King,Renton,WA,98055,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDCC3LG3M,Clark,Vancouver,WA,98662,2021,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WB533CF08P,King,Seattle,WA,98112,2023,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDRMDLH1P,Kitsap,Silverdale,WA,98383,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,PUGET SOUND ENERGY INC
YV4ED3UB7N,Kitsap,Bainbridge Island,WA,98110,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
5YJSA1E47J,King,Seattle,WA,98177,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WMW13DJ0XN,King,Seattle,WA,98125,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3FMTK3SSXP,King,Redmond,WA,98052,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2C4RC1L76L,King,Seattle,WA,98177,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7FCTGAAL4N,King,Kirkland,WA,98033,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FTVW1EL3N,King,Kirkland,WA,98033,2022,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDPZDDH6R,Kitsap,Bremerton,WA,98312,2024,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,PUGET SOUND ENERGY INC
5YJSA1DN3D,King,Redmond,WA,98052,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2C4RC1N78J,King,Bellevue,WA,98004,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3FA6P0SU3D,King,Kirkland,WA,98033,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTJHKCFZ1R,King,Bellevue,WA,98006,2024,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDPZDAH0P,King,Redmond,WA,98052,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY33FK00R,King,Renton,WA,98055,2024,BMW,I5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMEB3FV4N,King,Tukwila,WA,98168,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJXCAE42G,King,Seattle,WA,98125,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WAUUPBFF3G,King,Kirkland,WA,98034,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FTBW9CK3N,King,Seattle,WA,98134,2022,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1FY6S00M,Thurston,Olympia,WA,98501,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
WA1LAAGEXP,King,Seattle,WA,98112,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RH6E43E,Thurston,Olympia,WA,98502,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,PUGET SOUND ENERGY INC
2C4RC1L75L,King,Redmond,WA,98052,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP0AA2Y13R,King,Bellevue,WA,98005,2024,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1VABGE0K,King,Bellevue,WA,98004,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY8P6C04L,King,Kirkland,WA,98034,2020,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1V2GNPE85P,King,Seattle,WA,98177,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDADFS52R,King,Seattle,WA,98125,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5UXTA6C09M,King,Sammamish,WA,98075,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY8P2C0XM,King,Seattle,WA,98112,2021,BMW,I3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDC34LA1R,Clark,Vancouver,WA,98683,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1N4CZ1CV8R,King,Kirkland,WA,98033,2024,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KM8K53AG7M,King,Seattle,WA,98112,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1DG8D,Thurston,Olympia,WA,98512,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC
WP0AB2Y17M,King,Bellevue,WA,98005,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BR0DM1K,King,Kirkland,WA,98033,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3FMTK3RM4M,King,Redmond,WA,98052,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RA6E48E,Snohomish,Lake Stevens,WA,98258,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,PUGET SOUND ENERGY INC
1C4JJXP69P,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RC6S59G,Clark,Ridgefield,WA,98642,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WBY1Z2C51E,King,Redmond,WA,98052,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1FW6S03L,King,Kent,WA,98031,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5NMMCET19R,Thurston,Rochester,WA,98579,2024,GENESIS,GV70,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
JTMAB3FV8N,Clark,Vancouver,WA,98685,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
JTMFB3FV5N,Clark,Vancouver,WA,98682,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
7SAXCDE54P,King,Bellevue,WA,98008,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7FCTGAAA0P,King,Kirkland,WA,98034,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1LAAGE3K,King,Kirkland,WA,98034,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAXCBE51R,King,Bellevue,WA,98004,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H60DA4P,Clark,Vancouver,WA,98685,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
JTJAAAAB0P,King,Auburn,WA,98002,2023,LEXUS,RZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAXCBE61N,Clark,Vancouver,WA,98684,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
KNDCE3LG9L,Snohomish,Snohomish,WA,98296,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,PUGET SOUND ENERGY INC
2C4RC1L77N,Thurston,Olympia,WA,98502,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,PUGET SOUND ENERGY INC
JA4J24A58K,King,Seattle,WA,98178,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDRJDLHXN,Clark,Vancouver,WA,98686,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
3FMTK4SX6M,King,Sammamish,WA,98074,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJXCBE20L,King,Clyde Hill,WA,98004,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3FMTK4SX2N,King,Seattle,WA,98102,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JA4T5UA97P,Jefferson,Quilcene,WA,98376,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
5YJSA1DP3D,King,Kirkland,WA,98033,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KMHM24AC9P,King,Seattle,WA,98133,2023,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3FMTK3RM2M,King,Seattle,WA,98112,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4BR0CK2K,King,Bellevue,WA,98004,2019,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJYGDED5M,King,Renton,WA,98056,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JN1DF0CD1P,King,Kirkland,WA,98034,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1FZ6S01N,King,Burien,WA,98166,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1C4JJXR60N,King,Redmond,WA,98052,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDAEFS55R,King,Burien,WA,98146,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3FMTK3SS4M,Clark,Vancouver,WA,98685,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
KM8K53AG6L,King,Seattle,WA,98122,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JHMZC5F37L,King,Bothell,WA,98011,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1H15E,King,Kent,WA,98032,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEF1R,King,Seattle,WA,98109,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4H60CL6N,King,Shoreline,WA,98177,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RA6E48D,King,Kent,WA,98030,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KM8JBDD25R,King,Shoreline,WA,98133,2024,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WA15AAGE0R,King,Normandy Park,WA,98166,2024,AUDI,Q8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP0AB2Y19R,King,Bellevue,WA,98005,2024,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV1H60EP5R,King,Kirkland,WA,98033,2024,VOLVO,V60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,41,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KM8KMDAF8N,Clark,Vancouver,WA,98682,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
3FMTK3RM0N,King,Renton,WA,98057,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY8P8C58K,King,Seattle,WA,98122,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJXCAE21K,King,Bellevue,WA,98004,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WVGKMPE29M,Jefferson,Quilcene,WA,98376,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
5YJXCBE28L,Clark,Vancouver,WA,98684,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1G1FY6S03M,Clark,Vancouver,WA,98682,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJSA1E63M,King,Kirkland,WA,98033,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FTBW9CK3P,King,Seattle,WA,98107,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5UXKT0C51G,Clark,La Center,WA,98629,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WDDVP9AB1H,King,Shoreline,WA,98177,2017,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KM8KMDAF7N,King,Renton,WA,98056,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BR0PK3J,King,Kirkland,WA,98034,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMFB3FV0M,King,Redmond,WA,98052,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAXCAE58N,Clark,Vancouver,WA,98685,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WA1LAAGE5K,King,Kirkland,WA,98033,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WAUTPBFF8H,King,Woodinville,WA,98072,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMEB3FV1P,King,Kirkland,WA,98034,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4ED3UR1M,Clark,Vancouver,WA,98683,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5LMYJ9YY0M,King,Bellevue,WA,98004,2021,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1VABGE8K,King,Kirkland,WA,98034,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3FMTK3R46P,King,Seattle,WA,98125,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WAUCJBFW4P,Clark,Vancouver,WA,98664,2023,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
KM8HC3A63R,King,Kent,WA,98031,2024,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WMEEJ9AA8E,King,Burien,WA,98166,2014,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WMW13DJ03P,King,Kirkland,WA,98034,2023,MINI,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3C3CFFGE8K,King,Seattle,WA,98177,2019,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJRE1A38A,King,Seattle,WA,98119,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5LMYJ8XY6L,Kitsap,Port Orchard,WA,98366,2020,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,PUGET SOUND ENERGY INC
